topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Kingsburg, California",,,,,Unknown,,Grape,Isolate King3,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Napa, California",,,,,Unknown,,Grape,Isolate Napa-Silverado,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Leesburg, Florida",,,,,Unknown,,Bunch grape,Isolate PD92-8,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Temecula, California",,,,,Unknown,,Grape,Isolate Teme4,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Temecula, California",,,,,Unknown,,Grape,Isolate Temecula-1*,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,tobacco,"Isolates CCPM1, ConnCreek, EB92-1, GilBec625, King3, Napa-Silverado, PD92-8, Teme4, Temecula-1*, WM1-1",Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,Brazil,,,,,,Polymerase chain reaction (PCR),,Sweet orange,,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,California,,,,,Polymerase chain reaction (PCR),,Grape,Temecula,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,Oklahoma,,,,,Polymerase chain reaction (PCR),,Mulberry,,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,Oklahoma,,,,,Polymerase chain reaction (PCR),,Elm,,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,Oklahoma,,,,,Polymerase chain reaction (PCR),,Oak,,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,Oklahoma,,,,,Polymerase chain reaction (PCR),,Grape,,Natural and Experimental infection,,,,
ALPHA Xylella,458,"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona. ""Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"". PloS one 8 (2013): e81647-e81647",,,United States,Texas,,,,,Polymerase chain reaction (PCR),,Grape,,Natural and Experimental infection,,,,
ALPHA Xylella,478,"A. Rashed, J. Kwan, B. Baraff, D. Ling, M. P. Daugherty, N. Killiny and R. P. P. Almeida. ""Relative Susceptibility of Vitis vinifera Cultivars to Vector-Borne Xylella fastidiosa through Time"". Plos One 8 (2013): #pages#",,,United States,,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,STL,Experimental infection,,,,
ALPHA Xylella,485,"C. M. Rodrigues, A. A. de Souza, M. A. Takita, L. T. Kishi and M. A. Machado. ""RNA-Seq analysis of Citrus reticulata in the early stages of Xylella fastidiosa infection reveals auxin-related genes as a defense response"". Bmc Genomics 14 (2013): #pages#",,,Brazil,,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Sweet orange,9a5c,Experimental infection,,,,
ALPHA Xylella,549,"S. Zhang, P. K. Chakrabarty, L. A. Fleites, P. A. Rayside, D. L. Hopkins and D. W. Gabriel. ""Three New Pierce's Disease Pathogenicity Effectors Identified Using Xylella fastidiosa Biocontrol Strain EB92-1"". Plos One 10 (2015): #pages#",,,United States,Florida,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Grapevine,EB92-1,Experimental infection,,,,
ALPHA Xylella,549,"S. Zhang, P. K. Chakrabarty, L. A. Fleites, P. A. Rayside, D. L. Hopkins and D. W. Gabriel. ""Three New Pierce's Disease Pathogenicity Effectors Identified Using Xylella fastidiosa Biocontrol Strain EB92-1"". Plos One 10 (2015): #pages#",,,United States,Florida,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Grapevine,Temecula1,Experimental infection,,,,
BIOHAZ Toxoplasma,3,". ""Detection of acute Toxoplasmosis in pigs using loop-mediated isothermal amplification and quantitative PCR"". #journal# #volume# (#year#): #pages#",,,,,,Pigs,,,"LAMP,PCR,bioassay",,,,Natural and Experimental infection,,,,
BIOHAZ Toxoplasma,65," G. Habibi, A. Imani, M. Gholami, M. Hablolvarid, A. Behroozikhah, M. Lotfi, M. Kamalzade, E. Najjar, K. Esmaeil-Nia, S. Bozorgi. ""Detection and Identification of Toxoplasma gondii Type One Infection in Sheep Aborted Fetuses in Qazvin Province of Iran"". Iran J Parasitol 7 (2012): 64-72",,,,,,Sheep,,,"bioassay,PCR,Microscopy",,,,Natural infection,,,,
BIOHAZ Toxoplasma,114," E. Frazao-Teixeira, N. Sundar, J. P. Dubey, M. E. Grigg, F. C. de Oliveira. ""Multi-locus DNA sequencing of Toxoplasma gondii isolated from Brazilian pigs identifies genetically divergent strains"". Vet Parasitol 175 (2011): 33-9",,,,,,Pigs,,,bioassay,,,,Natural infection,,,,
BIOHAZ Toxoplasma,255," F. Evers, J. L. Garcia, I. T. Navarro, D. L. Zulpo, S. Nino Bde, M. P. Ewald, S. Pagliari, J. C. Almeida, R. L. Freire. ""Diagnosis and isolation of Toxoplasma gondii in horses from Brazilian slaughterhouses"". Rev Bras Parasitol Vet 22 (2013): 58-63",,,,,,Horses or ponies,serum,,"bioassay,PCR, Indirect fluorescent antibody test ",,,,Natural infection,,,,
BIOHAZ Toxoplasma,268,". ""Serologic and molecular diagnostic and bioassay in mice for detection of Toxoplasma gondii in free ranges chickens from Pantanal of Mato Grosso do Sul"". #journal# #volume# (#year#): #pages#",,,,,,Chickens,serum,,"PCR,bioassay, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,451," H. H. Jiang, S. Y. Huang, D. H. Zhou, X. X. Zhang, C. Su, S. Z. Deng, X. Q. Zhu. ""Genetic characterization of Toxoplasma gondii from pigs from different localities in China by PCR-RFLP"". Parasites & Vectors [Electronic Resource] 6 (2013): 227",,,,,,Pigs,,,PCR,,,,Natural infection,,,,
BIOHAZ Toxoplasma,457," S. B. Glor, R. Edelhofer, F. Grimm, P. Deplazes, W. Basso. ""Evaluation of a commercial ELISA kit for detection of antibodies against Toxoplasma gondii in serum, plasma and meat juice from experimentally and naturally infected sheep"". Parasites & Vectors [Electronic Resource] 6 (2013): 85",,,,,,Sheep,other,,"PCR, ELISA",,,,Natural and Experimental infection,,,,
BIOHAZ Toxoplasma,458," F. S. Dehkordi, M. R. Borujeni, E. Rahimi, R. Abdizadeh. ""Detection of Toxoplasma gondii in raw caprine, ovine, buffalo, bovine, and camel milk using cell cultivation, cat bioassay, capture ELISA, and PCR methods in Iran.[Erratum appears in Foodborne Pathog Dis. 2013 Mar;10(3):293]"". Foodborne Pathogens & Disease 10 (2013): 120-5",,,,,,Bovines,,,"In vitro isolation/tissue culture,bioassay,antigen-ELISA,PCR",,,,Natural infection,,,,
BIOHAZ Toxoplasma,458," F. S. Dehkordi, M. R. Borujeni, E. Rahimi, R. Abdizadeh. ""Detection of Toxoplasma gondii in raw caprine, ovine, buffalo, bovine, and camel milk using cell cultivation, cat bioassay, capture ELISA, and PCR methods in Iran.[Erratum appears in Foodborne Pathog Dis. 2013 Mar;10(3):293]"". Foodborne Pathogens & Disease 10 (2013): 120-5",,,,,,Sheep,,,"In vitro isolation/tissue culture,bioassay,antigen-ELISA,PCR",,,,Natural infection,,,,
BIOHAZ Toxoplasma,458," F. S. Dehkordi, M. R. Borujeni, E. Rahimi, R. Abdizadeh. ""Detection of Toxoplasma gondii in raw caprine, ovine, buffalo, bovine, and camel milk using cell cultivation, cat bioassay, capture ELISA, and PCR methods in Iran.[Erratum appears in Foodborne Pathog Dis. 2013 Mar;10(3):293]"". Foodborne Pathogens & Disease 10 (2013): 120-5",,,,,,Goats,,,"In vitro isolation/tissue culture,bioassay,antigen-ELISA,PCR",,,,Natural infection,,,,
BIOHAZ Toxoplasma,461," O. Kul, K. Yildiz, N. Ocal, A. Freyre, A. Deniz, S. Karahan, H. T. Atmaca, S. Gokpinar, G. C. Dincel, T. Uzunalioglu, O. S. Terzi. ""In-vivo efficacy of toltrazuril on experimentally induced Toxoplasma gondii tissue cysts in lambs: a novel strategy for prevention of human exposure to meat-borne toxoplasmosis"". Research in Veterinary Science 94 (2013): 269-76",,,,,,Sheep,serum,,"Immunohistochemistry or immunofluorescence,PCR,Other, Indirect fluorescent antibody test ",,,,Experimental infection,,,,
BIOHAZ Toxoplasma,467," A. F. Silva, F. C. Oliveira, J. S. Leite, M. F. Mello, F. Z. Brandao, R. I. Leite, E. Frazao-Teixeira, W. Lilenbaum, A. B. Fonseca, A. M. Ferreira. ""Immunohistochemical identification of Toxoplasma gondii in tissues from Modified Agglutination Test positive sheep"". Veterinary Parasitology 191 (2013): 347-52",,,,,,Sheep,serum,,"Immunohistochemistry or immunofluorescence,Microscopy, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,486," R. A. Bezerra, F. S. Carvalho, L. A. Guimaraes, D. S. Rocha, B. M. Maciel, A. A. Wenceslau, C. W. Lopes, G. R. Albuquerque. ""Genetic characterization of Toxoplasma gondii isolates from pigs intended for human consumption in Brazil"". Veterinary Parasitology 189 (2012): 153-61",,,,,,Pigs,,,bioassay,,,,Natural infection,,,,
BIOHAZ Toxoplasma,492," J. P. Dubey, D. E. Hill, D. W. Rozeboom, C. Rajendran, S. Choudhary, L. R. Ferreira, O. C. Kwok, C. Su. ""High prevalence and genotypes of Toxoplasma gondii isolated from organic pigs in northern USA"". Veterinary Parasitology 188 (2012): 14-8",,,,,,Pigs,serum,,"bioassay, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,494," H. Wang, T. Wang, Q. Luo, X. Huo, L. Wang, T. Liu, X. Xu, Y. Wang, F. Lu, Z. Lun, L. Yu, J. Shen. ""Prevalence and genotypes of Toxoplasma gondii in pork from retail meat stores in Eastern China"". International Journal of Food Microbiology 157 (2012): 393-7",,,,,,Pigs,meat juice,,"PCR,bioassay, ELISA",,,,Natural infection,,,,
BIOHAZ Toxoplasma,502," M. F. de Macedo, C. A. de Macedo, M. P. Ewald, G. F. Martins, D. L. Zulpo, I. A. da Cunha, A. Taroda, S. T. Cardim, C. Su, J. L. Garcia. ""Isolation and genotyping of Toxoplasma gondii from pregnant dairy cows (Bos taurus) slaughtered"". Revista Brasileira de Parasitologia Veterinaria 21 (2012): 74-7",,,,,,Bovines,serum,,"bioassay, Indirect fluorescent antibody test ",,,,Natural infection,,,,
BIOHAZ Toxoplasma,538," P. Zhou, X. T. Sun, C. C. Yin, J. F. Yang, Z. G. Yuan, H. K. Yan, X. Q. Zhu, F. C. Zou. ""Genetic characterization of Toxoplasma gondii isolates from pigs in southwestern China"". Journal of Parasitology 97 (2011): 1193-5",,,,,,Pigs,,,PCR,,,,Natural infection,,,,
BIOHAZ Toxoplasma,563," C. P. Aigner, A. V. Silva, F. Sandrini, S. Osorio Pde, L. Poiares, A. Largura. ""Real-time PCR-based quantification of Toxoplasma gondii in tissue samples of serologically positive outdoor chickens"". Memorias do Instituto Oswaldo Cruz 105 (2010): 935-7",,,,,,Chickens,serum,,"PCR, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,565," L. F. Santana, A. J. da Costa, J. Pieroni, W. D. Lopes, R. S. Santos, G. P. de Oliveira, R. P. de Mendonca, C. A. Sakamoto. ""Detection of Toxoplasma gondii in the reproductive system of male goats"". Revista Brasileira de Parasitologia Veterinaria 19 (2010): 179-82",,,,,,Goats,serum,,"PCR,bioassay,Microscopy, Indirect fluorescent antibody test ",,,,Experimental infection,,,,
BIOHAZ Toxoplasma,694," I. Lindstrom, N. Sundar, J. Lindh, F. Kironde, J. D. Kabasa, O. C. Kwok, J. P. Dubey, J. E. Smith. ""Isolation and genotyping of Toxoplasma gondii from Ugandan chickens reveals frequent multiple infections"". Parasitology 135 (2008): 39-45",,,,,,Chickens,serum,,"bioassay,bioassay,PCR, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,704," J. P. Dubey, L. Applewhaite, N. Sundar, G. V. Velmurugan, L. A. Bandini, O. C. Kwok, R. Hill, C. Su. ""Molecular and biological characterization of Toxoplasma gondii isolates from free-range chickens from Guyana, South America, identified several unique and common parasite genotypes"". Parasitology 134 (2007): 1559-65",,,,,,Chickens,serum,,"bioassay, Modified agglutination test",,,,Natural infection,,,,
BIOHAZ Toxoplasma,755," S. Zakimi, H. Kyan, M. Oshiro, C. Sugimoto, X. Xuenan, K. Fujisaki. ""Genetic characterization of GRA6 genes from Toxoplasma gondii from pigs in Okinawa, Japan"". Journal of Veterinary Medical Science 68 (2006): 1105-7",,,,,,Pigs,,,"PCR,Microscopy,PCR",,,,Natural infection,,,,
BIOHAZ Toxoplasma,767," J. L. Garcia, S. M. Gennari, R. Z. Machado, I. T. Navarro. ""Toxoplasma gondii: detection by mouse bioassay, histopathology, and polymerase chain reaction in tissues from experimentally infected pigs"". Experimental Parasitology 113 (2006): 267-71",,,,,,Pigs,serum,,"bioassay,PCR,Microscopy, Indirect fluorescent antibody test ",,,,Experimental infection,,,,
BIOHAZ Toxoplasma,767," J. L. Garcia, S. M. Gennari, R. Z. Machado, I. T. Navarro. ""Toxoplasma gondii: detection by mouse bioassay, histopathology, and polymerase chain reaction in tissues from experimentally infected pigs"". Experimental Parasitology 113 (2006): 267-71",,,,,,Evaluation of direct detection method using spiked samples (including DNA dilution series),,,"bioassay,PCR,Microscopy",,,,,,,,
BIOHAZ Toxoplasma,769," G. P. Brandao, A. M. Ferreira, M. N. Melo, R. W. Vitor. ""Characterization of Toxoplasma gondii from domestic animals from Minas Gerais, Brazil"". Parasite 13 (2006): 143-9",,,,,,Chickens,serum,,"bioassay,PCR, Indirect fluorescent antibody test ",,,,Natural infection,,,,
BIOHAZ Toxoplasma,769," G. P. Brandao, A. M. Ferreira, M. N. Melo, R. W. Vitor. ""Characterization of Toxoplasma gondii from domestic animals from Minas Gerais, Brazil"". Parasite 13 (2006): 143-9",,,,,,Pigs,meat juice,,"bioassay, ELISA",,,,Natural infection,,,,
BIOHAZ Toxoplasma,770," S. Zakimi, H. Kyan, M. Oshiro, C. Sugimoto, K. Fujisaki. ""PCR-based discrimination of Toxoplasma gondii from pigs at an abattoir in Okinawa, Japan"". Journal of Veterinary Medical Science 68 (2006): 401-4",,,,,,Pigs,,,"PCR,Microscopy",,,,Natural infection,,,,
